-8.275345498204842443e-01,5.530400228120015527e+00,1.247052864043143927e+01,2.026051610856848129e+01,2.609477036989301268e+01,3.319616193209276389e+01,3.729775271296239225e+01,3.905147798213693022e+01,3.786149228193880845e+01,2.703354493943606940e+01,2.474733870156705962e+01,2.627821950178258703e+01,3.171003905486668373e+01,5.281830947965863743e+01,6.179525069375176827e+01,6.636718153530637210e+01,6.601752301687611180e+01,6.560991427237422613e+01,6.035928726584552351e+01,6.211333553479835246e+01,5.501852015855456557e+01,4.641289971422065719e+01
-1.054037698102183640e+01,-1.039765564467870718e+01,-5.495472752490968560e-01,3.059554391067649703e+00,8.058276089697756106e+00,1.546999677450003219e+01,2.104067573454449303e+01,2.426039477839913161e+01,2.688770846913848800e+01,2.362103825712711114e+01,2.095637407388039719e+01,2.621233533931172133e+01,2.962861772357791779e+01,4.342725054654420092e+01,5.199165207215446571e+01,5.689084809536780085e+01,5.880514726374622114e+01,6.103118272308438463e+01,6.237342020623873395e+01,6.043191564272092364e+01,5.612979264290788706e+01,4.951565278821453830e+01
-1.416131432691690861e+01,-2.305446914930780622e+01,-1.827673575112112303e+01,-1.427619582079023530e+01,-1.060055411124085367e+01,-3.408200485153429327e+00,3.231285352044324100e+00,6.837314865460029978e+00,8.943280554712146113e+00,1.071522395112697268e+01,9.539399073622007563e+00,1.115159331049835600e+01,1.676274747957631917e+01,2.821986220330018114e+01,3.478546100355288218e+01,3.844847956582452753e+01,4.249617710449365404e+01,4.481864166035938979e+01,4.839916625913065218e+01,5.074792104643165658e+01,5.073684651451458194e+01,4.764920178892953118e+01
-3.103187693018844584e+01,-3.107074521540289425e+01,-3.028481915635893529e+01,-2.501875776793076511e+01,-1.744631713564012898e+01,-9.560341448241160833e+00,-4.867751248930289876e-01,-3.726177248047861212e+00,-7.743552291357445938e+00,-3.766700090664016898e+00,-7.265427508059474349e+00,-6.831409340186837653e+00,-1.143980708482558839e+00,5.755697081923244696e+00,1.442340252344092733e+01,1.441629313516932598e+01,1.647746749930411170e+01,1.997049313108072965e+01,2.706536447152393521e+01,3.419375644254250801e+01,4.583253050079474633e+01,5.328446518427790579e+01
-1.533032193116378039e+01,-3.261556580722390208e+01,-3.017543247903904557e+01,-2.426348284185769444e+01,-1.583473802393200458e+01,-6.652886964292520133e+00,-3.866725584121923021e+00,-7.867566265019377170e+00,-8.881213330158971075e+00,-1.581176035223779763e+01,-2.062412600078914693e+01,-2.232876472502812248e+01,-2.271794663410855719e+01,-1.835551235239290691e+01,-8.756715508515299007e+00,-1.343367170989404258e+01,-1.429686647520429688e+01,-9.674351398441103811e+00,1.342321169713613926e-01,1.803225505818500096e+01,4.181181793202813424e+01,2.636070732650114223e+01
-3.721087660183729895e+01,-3.206278083243523724e+01,-2.844046727563636523e+01,-2.209011498035852128e+01,-1.334172122007203143e+01,-4.021371985414589290e+00,-9.306904691484305658e-01,-7.000394322037209349e+00,-1.289794836086366558e+01,-1.821991529929437093e+01,-2.242219410053621687e+01,-2.557687628784788103e+01,-2.535894471493975288e+01,-2.118586437340945849e+01,-1.223497255548772955e+01,-2.167697831702662370e+01,-3.283948142901408573e+01,-3.251827325155409198e+01,-1.551195269175696012e+01,2.471503211131675926e+00,3.026235409886339767e+01,2.712954610060933192e+01
-3.748813791936390771e+01,-2.938913419043092290e+01,-2.566573145333313732e+01,-1.975859418853178795e+01,-1.159121280224098882e+01,-2.849951681878337695e+00,1.313669366386420734e+00,-4.405255910783125728e+00,-9.792809943279280560e+00,-1.476128743507251784e+01,-1.689178262687073584e+01,-1.867916482043983706e+01,-1.893747305363922351e+01,-1.718634887069401884e+01,-1.774521014384208684e+01,-2.687539576704421052e+01,-3.405331196541374084e+01,-4.169261182848731551e+01,-1.929708282965657418e+01,1.541534574478555442e+01,4.087075394922067062e+01,5.753151559477828414e+01
-3.643828679691796424e+01,-2.703290580401699117e+01,-2.512012391957705404e+01,-1.769596564329094690e+01,-1.063554066500546469e+01,-6.004649695094485651e+00,-2.620888161324728571e+00,-3.547097969481910695e+00,-7.893343813619139837e+00,-1.183655722826733836e+01,-1.060584309874593600e+01,-6.685089931896982307e+00,-1.131033947869218537e+01,-1.046276671768100641e+01,-1.380437917702329287e+01,-2.439659760596350679e+01,-3.172969352422842348e+01,-3.979681421054101520e+01,-1.542969696298496274e+01,1.414313550582937751e+01,4.121495462459279224e+01,5.934217566917050135e+01
-3.264890290818493668e+01,-2.767624541081295320e+01,-2.458265235803719406e+01,-1.893957030666933861e+01,-1.296923076732309710e+01,-7.806996835057361750e+00,-5.903719942387397168e+00,-7.906789401225978509e+00,-8.788211315084481612e+00,-9.740129180315307167e+00,-1.017961575699155219e+01,-8.655071346438489854e+00,-6.402841041490319185e+00,-1.157063304743769550e+01,-1.511723009562501829e+01,-1.525370751296304661e+01,-3.762495581139592105e+01,-4.259260660880954674e+01,-2.490649056973416009e+01,6.828023305840360990e+00,3.248272900819119968e+01,5.017727557510715997e+01
-2.684494086501399579e+01,-2.420538034563469409e+01,-2.074025323025580292e+01,-1.695147852625268570e+01,-1.217535792752823909e+01,-6.534169488017141703e+00,-8.253797896649302857e+00,-1.034308404400962900e+01,-9.279405189803583198e+00,-9.110431017110386165e+00,-1.223143475748202036e+01,-1.091289494289321738e+01,-1.378627720961048908e+01,-2.123163028715134715e+01,-2.686242240640603995e+01,-3.393289837285101385e+01,-4.255709020835456613e+01,-5.005978470434729388e+01,-2.758266108289353724e+01,-6.543499948931639665e+00,1.293410471403421980e+01,2.698429027039856010e+01
-2.024382114298168744e+01,-1.933893937965967780e+01,-1.578600898339300329e+01,-1.230192056254509225e+01,-1.021029966934565891e+01,-8.118711943861853797e+00,-8.958556930248050776e+00,-6.701077525788605271e+00,-1.148071597420312173e+00,-5.474404938289808342e+00,-1.039664788529898942e+01,-1.110699456736074353e+01,-2.209903556018252857e+01,-2.995622637384531117e+01,-3.080650202368178725e+01,-2.926471719130404381e+01,-5.198016971940069197e+01,-6.127240519276347186e+01,-4.798773471666299884e+01,-2.315445273272143822e+01,-3.386039088979487133e+00,-8.467987733632071468e+00
-2.695840508388482704e+01,-1.640825356367076893e+01,-1.032550559351238917e+01,-7.872719595815397042e+00,-8.135612416410367587e+00,-8.615871273084849236e+00,-7.216419122873958258e+00,-7.010865524522159831e+00,-5.296952325632446446e+00,1.665116264056450746e+00,-4.024200950058002491e+00,-8.835009201223329001e+00,-1.440741664093457075e+01,-2.091720177167462680e+01,-2.720200184644090768e+01,-2.364687103668165946e+01,-7.603466484401906200e+01,-7.908510612463032885e+01,-6.155648566828949697e+01,-3.955212006575402484e+01,-1.704878835608451482e+01,1.327825502522500756e+00
-4.819698949060330051e+01,-3.047157644342223648e+01,-7.250100925778497185e+00,-6.681702012080677378e+00,-6.730491768145839160e+00,-7.916957398235354049e+00,-8.057909729018319922e+00,-7.086377407674262940e+00,-4.801039553087321110e+00,6.767135798192612128e+00,2.108088595071421878e+00,-1.433124770909671497e+00,-6.806713088158176106e+00,-9.000540918407750723e+00,-1.192455234713452228e+01,-4.363122160451894160e+01,-6.410285802264752419e+01,-7.965526180812776147e+01,-7.143222058206083602e+01,-4.573323222608814831e+01,-2.073233438295847009e+01,5.755509346126927994e-01
-6.607091411770579725e+01,-4.993513860357688827e+01,-3.253178579647737934e+01,-3.973056148201067117e+00,-4.452868107728136238e+00,-6.303229542111694172e+00,-1.108470890419266652e+01,-9.203909279393883480e+00,-4.026656342884052719e+00,4.335137319244495302e+00,3.949901711481288658e+00,-1.302678026419016533e+00,-8.196333055369905196e+00,-1.274832689796312479e-02,4.061194208946290019e+00,-2.438310416360764066e+01,-6.050213696356877335e+01,-7.587446178183290613e+01,-6.998360840532131988e+01,-4.691175771919097315e+01,-1.878961914052888460e+01,-1.075745210407330887e+01
